application_id,default_probability,loan_amount_inr,monthly_installment_inr,installment_to_income,credit_band,decision
LP003782,0.544816,1149000,27033.99,0.41,good,approve
LP000853,0.544652,1428000,68900.18,0.5735,excellent,approve
LP004402,0.544526,559000,13152.31,0.3664,excellent,approve
LP004988,0.544481,586000,16160.68,0.48,good,approve
LP004045,0.544364,612000,14399.31,0.316,excellent,approve
LP000993,0.544357,266000,23509.52,0.3934,poor,approve
LP000912,0.544304,616000,14493.42,0.4652,fair,approve
LP003933,0.544048,1500000,35292.42,0.3284,poor,approve
LP003443,0.543755,694000,23888.16,0.6357,excellent,approve
LP004782,0.543737,402000,11086.34,0.525,excellent,approve
LP004113,0.543712,445000,21471.0,0.4418,fair,approve
LP001222,0.543359,1027000,28322.56,0.3756,poor,approve
LP003045,0.543319,896000,22617.45,0.3339,poor,approve
LP000205,0.543274,2936000,22575.3,0.3126,poor,approve
LP004304,0.543069,4173000,33602.13,0.4935,poor,approve
LP003621,0.542819,532000,12517.05,0.484,good,approve
LP004759,0.542287,1653000,41726.17,0.4541,poor,approve
LP003887,0.542067,3232000,28048.05,0.5097,poor,approve
LP001716,0.542008,2342000,59118.38,0.4496,poor,approve
LP001879,0.541672,679000,41092.09,0.4848,poor,approve
LP003171,0.541658,612000,14399.31,0.5025,excellent,approve
LP000348,0.541375,1154000,37101.03,0.4639,poor,approve
LP004489,0.541371,3642000,29326.37,0.4695,poor,approve
LP004448,0.540794,712000,16752.14,0.2799,poor,approve
LP000733,0.540608,1399000,29552.82,0.5715,poor,approve
LP004828,0.540177,5501000,44295.54,0.48,fair,approve
LP001817,0.540094,440000,21229.75,0.2893,fair,approve
LP000360,0.539834,1174000,32376.52,0.4813,excellent,approve
LP004134,0.539783,333000,11462.19,0.4848,good,approve
LP002806,0.539776,1406000,33080.76,0.4846,excellent,approve
LP002659,0.539549,1347000,31692.59,0.3983,good,approve
LP002032,0.539385,845000,19881.4,0.3702,excellent,approve
LP001523,0.539213,804000,27674.47,0.5949,excellent,approve
LP000920,0.539208,1608000,12948.05,0.3851,poor,approve
LP000149,0.539203,1500000,51631.47,0.5493,excellent,approve
LP003187,0.539063,462000,40832.33,0.5734,poor,approve
LP000791,0.538528,285000,9809.98,0.3989,fair,approve
LP004031,0.538487,1500000,51631.47,0.2947,poor,approve
LP004429,0.538161,10071000,77437.28,0.4956,fair,approve
LP002121,0.538017,612000,37037.35,0.4245,poor,approve
LP003104,0.537937,1072000,25222.32,0.383,excellent,approve
LP000574,0.537936,1500000,35292.42,0.2559,poor,approve
LP004236,0.537687,2966000,25739.64,0.4593,poor,approve
LP001950,0.537624,224000,7710.3,0.3287,poor,approve
LP003775,0.537594,1855000,30556.11,0.4772,poor,approve
LP004659,0.537442,307000,8466.43,0.5727,good,approve
LP003976,0.537234,3747000,28811.19,0.5204,fair,approve
LP004332,0.537137,359000,12357.13,0.3239,poor,approve
LP000924,0.537033,1168000,32211.05,0.3561,poor,approve
LP000280,0.536766,1493000,37687.34,0.5163,fair,approve
LP000634,0.536359,1812000,29847.8,0.4641,poor,approve
LP001760,0.536232,446000,12299.77,0.4247,fair,approve
LP000079,0.535878,9345000,71854.97,0.5467,fair,approve
LP002819,0.535634,5769000,44358.62,0.4791,poor,approve
LP001990,0.535595,641000,30927.88,0.4126,good,approve
LP004642,0.535447,6144000,49473.15,0.5788,fair,approve
LP002407,0.535431,1500000,41366.93,0.4115,poor,approve
LP000960,0.535142,6421000,51703.63,0.4555,poor,approve
LP001528,0.535049,524000,13227.17,0.4257,fair,approve
LP004243,0.534934,515000,24848.46,0.4223,good,approve
LP003800,0.534892,446000,10493.61,0.4589,excellent,approve
LP000712,0.534638,1321000,31080.86,0.4925,fair,approve
LP003595,0.534515,1462000,34398.35,0.4352,excellent,approve
LP004735,0.534427,902000,31047.72,0.3881,good,approve
LP004099,0.534365,287000,9878.82,0.5435,excellent,approve
LP000282,0.534217,1948000,14978.43,0.4514,poor,approve
LP002942,0.534136,229000,39400.49,0.7515,fair,approve
LP002176,0.533955,1150000,27057.52,0.4838,excellent,approve
LP001815,0.533868,15000000,115337.02,0.3078,poor,approve
LP002421,0.53345,357000,9845.33,0.3917,fair,approve
LP003413,0.53338,277000,16763.64,0.3629,poor,approve
LP002469,0.533173,1500000,51631.47,0.4436,fair,approve
LP001232,0.533081,573000,19723.22,0.3876,fair,approve
LP001856,0.532556,602000,29046.16,0.3955,fair,approve
LP002617,0.532144,1189000,107036.81,0.6839,excellent,approve
LP002689,0.532104,1134000,39033.39,0.3953,poor,approve
LP004497,0.532081,565000,26006.74,0.5062,poor,approve
LP003892,0.53186,316000,8714.63,0.3275,poor,approve
LP004536,0.531678,1156000,39790.65,0.2494,poor,approve
LP003108,0.531524,2290000,48374.52,0.443,poor,approve
LP001562,0.531522,6685000,53829.43,0.4141,poor,approve
LP001082,0.531477,1061000,29260.21,0.5059,good,approve
LP003290,0.531425,458000,41230.33,0.4349,poor,approve
LP001131,0.531208,2024000,42755.47,0.5531,poor,approve
LP000213,0.531099,1500000,35292.42,0.2577,poor,approve
LP002537,0.531084,11986000,96514.52,0.5686,fair,approve
LP001381,0.530581,537000,14809.36,0.2709,fair,approve
LP003559,0.53058,957000,32940.88,0.4461,excellent,approve
LP002279,0.530546,620000,14587.53,0.3259,poor,approve
LP001669,0.53025,557000,26874.93,0.424,good,approve
LP000788,0.530005,12481000,100500.39,0.4835,fair,approve
LP000926,0.529868,697000,19221.83,0.5516,excellent,approve
LP000987,0.529777,363000,10010.8,0.4913,good,approve
LP001896,0.529498,559000,13152.31,0.4993,good,approve
LP004447,0.529024,6052000,52520.66,0.4849,poor,approve
LP004177,0.528736,715000,19718.24,0.4387,fair,approve
LP000848,0.528627,486000,22370.4,0.4072,fair,approve
LP003198,0.528405,1500000,14771.09,0.4535,poor,approve
LP002334,0.528267,278000,25026.27,0.4831,fair,approve
LP000467,0.528244,264000,6211.47,0.2602,poor,approve
LP004418,0.526521,677000,18670.27,0.5463,excellent,approve
LP004985,0.526515,1128000,23828.15,0.506,poor,approve
LP001703,0.526471,1845000,14186.45,0.3573,poor,approve
LP000718,0.526412,743000,25574.79,0.4706,excellent,approve
LP000203,0.526225,175000,10590.74,0.524,fair,approve
LP004074,0.526062,499000,16042.82,0.6046,fair,approve
LP000018,0.525725,1261000,34775.8,0.359,poor,approve
LP000577,0.525362,623000,14658.12,0.3626,fair,approve
LP001030,0.52474,542000,26151.19,0.2332,poor,approve
LP001491,0.524693,577000,13575.82,0.4445,fair,approve
LP002655,0.52465,928000,31942.67,0.2435,poor,approve
LP004115,0.524202,99000,5991.34,0.3349,poor,approve
LP000420,0.523589,2363000,18169.43,0.4812,poor,approve
LP002782,0.523181,1500000,41366.93,0.4673,fair,approve
LP003354,0.522657,1500000,51631.47,0.3549,fair,approve
LP004131,0.522479,224000,38540.22,0.7415,fair,approve
LP003021,0.522469,2431000,18692.29,0.5472,poor,approve
LP001933,0.522441,1332000,31339.67,0.4968,excellent,approve
LP000138,0.522342,1500000,41366.93,0.4282,fair,approve
LP001410,0.522317,528000,18174.28,0.2788,poor,approve
LP003523,0.521974,984000,27136.71,0.4176,excellent,approve
LP003339,0.521943,1500000,41366.93,0.3297,poor,approve
LP000272,0.521612,7716000,75982.5,0.5059,fair,approve
LP000024,0.521608,1500000,35292.42,0.1656,poor,approve
LP000682,0.5212,264000,45422.4,0.4177,fair,approve
LP001335,0.520972,822000,22669.08,0.2511,fair,approve
LP000929,0.520947,446000,26991.27,0.4556,fair,approve
LP003292,0.520723,5752000,44227.9,0.5493,poor,approve
LP004103,0.520335,682000,32906.11,0.3467,poor,approve
LP001750,0.519972,10911000,83896.15,0.4967,poor,approve
LP003426,0.519614,243000,14706.01,0.3529,poor,approve
LP003647,0.519509,1500000,35292.42,0.4018,excellent,approve
LP001958,0.519426,2320000,17838.79,0.4682,poor,approve
LP004877,0.519156,388000,10700.25,0.3431,poor,approve
LP003777,0.519065,6174000,76548.76,0.6687,fair,approve
LP003319,0.518714,1500000,41366.93,0.3362,good,approve
LP000508,0.518602,6507000,50033.2,0.5292,poor,approve
LP002061,0.518554,660000,15528.67,0.2708,fair,approve
LP000237,0.518433,1500000,14771.09,0.5888,fair,approve
LP003049,0.51837,1195000,41133.07,0.6169,excellent,approve
LP003322,0.517641,468000,12906.48,0.3615,poor,approve
LP002034,0.517556,1252000,34527.6,0.2241,poor,approve
LP002832,0.517192,1463000,50357.89,0.3925,fair,approve
LP000820,0.516883,473000,11939.79,0.4399,fair,approve
LP000505,0.51674,1425000,33527.8,0.3713,fair,approve
LP000921,0.51658,944000,26033.59,0.4348,good,approve
LP000159,0.516454,459000,15799.23,0.1788,poor,approve
LP001439,0.516362,584000,52573.17,0.4857,fair,approve
LP003862,0.516327,393000,10838.14,0.3928,poor,approve
LP001101,0.516325,1500000,35292.42,0.4546,fair,approve
LP000031,0.516278,1500000,41366.93,0.2481,fair,approve
LP000631,0.516044,350000,9652.28,0.3593,poor,approve
LP002109,0.515755,12388000,95253.0,0.5181,poor,approve
LP004025,0.515665,313000,53853.07,0.6426,poor,approve
LP002124,0.515579,272000,9362.51,0.4565,excellent,approve
LP004502,0.515552,739000,25437.1,0.5572,excellent,approve
LP003749,0.515539,1390000,32704.31,0.4964,good,approve
LP002041,0.515283,1141000,26845.77,0.4194,poor,approve
LP003252,0.514874,604000,16657.08,0.3048,good,approve
LP001367,0.514833,1500000,41366.93,0.3846,good,approve
LP004187,0.514754,261000,15795.34,0.4285,poor,approve
LP003128,0.514694,652000,22442.48,0.5468,excellent,approve
LP000293,0.514647,641000,17677.47,0.2333,poor,approve
LP004739,0.514529,1500000,41366.93,0.3462,fair,approve
LP003780,0.514474,340000,16404.81,0.562,excellent,approve
LP000807,0.514091,1606000,33925.54,0.428,poor,approve
LP000873,0.51405,1035000,35625.71,0.5518,excellent,approve
LP001635,0.51339,671000,18504.81,0.4261,fair,approve
LP003190,0.513236,1035000,28543.18,0.501,excellent,approve
LP004987,0.512887,4929000,37899.75,0.46,poor,approve
LP001324,0.5126,6067000,46649.98,0.5024,poor,approve
LP002985,0.512518,315000,27656.89,0.5343,poor,approve
LP000656,0.512349,486000,16728.6,0.5507,excellent,approve
LP002520,0.512329,2355000,23190.62,0.4034,poor,approve
LP002085,0.512271,644000,22167.11,0.2962,poor,approve
LP004021,0.512127,6030000,48555.19,0.3819,fair,approve
LP002816,0.511671,298000,10257.45,0.3805,good,approve
LP004826,0.511568,913000,44051.73,0.6761,excellent,approve
LP002878,0.51156,1000000,46607.84,0.241,poor,approve
LP004626,0.511272,2615000,20107.09,0.5177,poor,approve
LP001509,0.510484,180000,4964.03,0.3079,fair,approve
LP002634,0.510414,872000,30015.09,0.4458,fair,approve
LP004857,0.510232,1500000,35292.42,0.2991,fair,approve
LP000367,0.510136,903000,21246.04,0.4401,fair,approve
LP002327,0.509875,734000,33785.74,0.4262,poor,approve
LP004465,0.509346,1500000,41366.93,0.2861,poor,approve
LP004232,0.509063,2500000,41180.74,0.3063,poor,approve
LP001789,0.508903,721000,19883.7,0.351,poor,approve
LP002171,0.508449,1500000,41366.93,0.3142,poor,approve
LP004569,0.508403,581000,13669.93,0.4621,good,approve
LP004548,0.508287,1123000,26422.26,0.3463,good,approve
LP000644,0.507967,268000,9224.82,0.4414,excellent,approve
LP001406,0.507747,449000,12382.5,0.3501,fair,approve
LP004966,0.507583,1368000,37726.64,0.385,fair,approve
LP000894,0.507582,1500000,13017.35,0.4504,fair,approve
LP000808,0.507456,1500000,72374.14,0.3019,poor,approve
LP000977,0.507449,601000,28997.91,0.3863,poor,approve
LP004542,0.507346,1500000,51631.47,0.512,fair,approve
LP003357,0.507159,1223000,28775.09,0.4093,excellent,approve
LP000131,0.507084,334000,11496.61,0.3643,poor,approve
LP002057,0.50707,324000,11152.4,0.3425,good,approve
LP002739,0.506306,618000,17043.17,0.2969,poor,approve
LP004832,0.50626,793000,20017.45,0.5499,fair,approve
LP002526,0.506159,127000,21850.93,0.3093,poor,approve
LP003635,0.5061,342000,10995.28,0.3465,poor,approve
LP001741,0.505809,681000,18780.59,0.346,poor,approve
LP000251,0.505723,1731000,28513.54,0.4452,fair,approve
LP000439,0.505378,1500000,41366.93,0.4645,fair,approve
LP001084,0.505347,1500000,41366.93,0.5314,excellent,approve
LP003843,0.504993,410000,19782.27,0.4434,fair,approve
LP004716,0.504851,461000,22242.99,0.3934,poor,approve
LP004958,0.504708,752000,25884.58,0.3336,poor,approve
LP003392,0.504649,573000,19723.22,0.4377,excellent,approve
LP001018,0.504029,643000,17732.62,0.158,poor,approve
LP003835,0.503966,1244000,111988.05,0.3571,fair,approve
LP001655,0.503964,713000,16775.66,0.4391,fair,approve
LP003465,0.503895,352000,31687.94,0.423,good,approve
LP004259,0.503813,1001000,48297.68,0.6078,excellent,approve
LP004104,0.502723,797000,25623.5,0.8471,fair,approve
LP001019,0.50269,1500000,35292.42,0.4313,fair,approve
LP004216,0.502605,12432000,107887.78,0.511,fair,approve
LP000762,0.502533,5020000,40422.4,0.4794,fair,approve
LP000008,0.502272,850000,39125.18,0.4151,fair,approve
LP001353,0.50206,1045000,50420.65,0.3988,poor,approve
LP000025,0.501956,1161000,32018.0,0.2252,poor,approve
LP000454,0.501789,407000,9576.01,0.3706,fair,approve
LP002667,0.501694,5024000,38630.21,0.4996,fair,approve
LP000218,0.50139,440000,15145.23,0.3532,poor,approve
LP004566,0.5011,897000,21104.87,0.3752,good,approve
LP000127,0.501018,954000,32837.61,0.4531,fair,approve
LP002345,0.500941,1500000,41366.93,0.19,poor,approve
LP003616,0.500765,557000,19172.48,0.3865,good,approve
LP002287,0.500515,861000,20257.85,0.4816,good,approve
LP001797,0.500423,887000,42797.24,0.2753,poor,approve
LP002734,0.500344,1500000,41366.93,0.3991,poor,approve
LP003323,0.499618,79000,13592.31,0.521,fair,approve
LP001494,0.499271,7509000,57737.71,0.4118,fair,approve
LP000186,0.499207,779000,18328.53,0.4027,poor,approve
LP001768,0.498724,1358000,46743.69,0.3537,fair,approve
LP004776,0.498719,7045000,56728.25,0.5133,poor,approve
LP000502,0.49864,265000,12786.1,0.6746,excellent,approve
LP004224,0.498336,4073000,31317.85,0.524,fair,approve
LP001967,0.498236,1500000,41366.93,0.252,poor,approve
LP002388,0.498094,540000,32680.01,0.5314,poor,approve
LP000678,0.497985,1356000,65426.22,0.3994,poor,approve
LP003316,0.497943,752000,20738.62,0.4061,good,approve
LP002642,0.497804,3385000,26027.72,0.4243,poor,approve
LP000368,0.497792,734000,64444.95,0.8799,excellent,approve
LP001657,0.497571,740000,35704.58,0.2902,good,approve
LP000523,0.497224,561000,19310.17,0.3666,poor,approve
LP004066,0.497162,454000,21159.96,0.323,poor,approve
LP002798,0.497046,3651000,29398.84,0.5189,poor,approve
LP004519,0.496894,387000,10672.67,0.4094,good,approve
LP000798,0.496847,1350000,37230.24,0.4537,good,approve
LP003640,0.496697,379000,12184.83,0.3792,fair,approve
LP002258,0.496577,970000,26750.61,0.4186,fair,approve
LP002556,0.496239,1500000,35292.42,0.2056,poor,approve
LP001104,0.496206,959000,22563.62,0.401,poor,approve
LP001731,0.496106,1500000,41366.93,0.3345,poor,approve
LP002774,0.495938,572000,27598.67,0.3155,poor,approve
LP001777,0.49541,626000,17263.8,0.3958,good,approve
LP001361,0.495281,212000,7297.25,0.4845,good,approve
LP001121,0.495212,302000,14571.33,0.2887,poor,approve
LP002330,0.495146,427000,11775.79,0.4792,excellent,approve
LP002355,0.495111,1500000,35292.42,0.3966,excellent,approve
LP004464,0.494903,545000,15029.98,0.4963,excellent,approve
LP000501,0.494586,2459000,79056.7,0.3489,fair,approve
LP003740,0.494246,8262000,63527.63,0.5144,poor,approve
LP000392,0.494101,751000,20711.04,0.2938,good,approve
LP001309,0.493653,2500000,63106.73,0.4063,poor,approve
LP001545,0.493638,1460000,50254.63,0.5087,good,approve
LP004976,0.493553,329000,11324.5,0.2795,poor,approve
LP000748,0.493347,310000,27217.89,0.7884,excellent,approve
LP000723,0.493284,358000,9872.91,0.3416,poor,approve
LP000737,0.493194,2239000,71983.72,0.5095,poor,approve
LP001284,0.492903,1128000,18580.75,0.4695,poor,approve
LP001589,0.492839,3775000,37173.92,0.4023,poor,approve
LP004261,0.492797,835000,19646.11,0.4402,good,approve
LP002481,0.492774,843000,29016.88,0.3363,poor,approve
LP000854,0.492706,119000,10712.68,0.3724,fair,approve
LP002643,0.492702,406000,13974.92,0.2379,poor,approve
LP003010,0.491947,763000,17952.08,0.4625,good,approve
LP004421,0.491938,1775000,44805.78,0.3419,poor,approve
LP004473,0.491918,4226000,36674.21,0.4183,poor,approve
LP004055,0.491427,706000,19470.03,0.2583,poor,approve
LP004595,0.491346,260000,7170.27,0.1974,poor,approve
LP004903,0.491274,717000,16869.78,0.3281,excellent,approve
LP004946,0.49126,897000,30875.62,0.3293,fair,approve
LP001193,0.491199,442000,21326.25,0.2627,good,approve
LP002054,0.491177,488000,23545.72,0.3255,poor,approve
LP000819,0.490977,405000,19541.02,0.3541,fair,approve
LP002847,0.490248,1146000,36843.83,0.2661,poor,approve
LP003752,0.490128,552000,15223.03,0.2496,good,approve
LP004023,0.489781,202000,18184.55,0.4211,poor,approve
LP002144,0.489663,1500000,41366.93,0.3064,fair,approve
LP002135,0.489498,411000,11334.54,0.4296,good,approve
LP000398,0.48926,2431000,19575.07,0.4745,poor,approve
LP001362,0.489085,480000,23159.73,0.2751,poor,approve
LP003169,0.489041,374000,33668.43,0.4242,good,approve
LP004276,0.48902,2500000,80374.85,0.4497,fair,approve
LP002382,0.488984,1500000,41366.93,0.4048,fair,approve
LP003098,0.488834,8416000,64711.76,0.4999,fair,approve
LP000371,0.48864,642000,22098.27,0.338,poor,approve
LP000809,0.488272,320000,28807.21,0.3626,excellent,approve
LP001039,0.488261,666000,22924.37,0.4338,good,approve
LP002341,0.488243,2073000,16692.36,0.3481,poor,approve
LP002657,0.48819,517000,14257.8,0.329,poor,approve
LP002259,0.488175,6237000,47957.13,0.5519,poor,approve
LP003770,0.488089,5323000,46194.23,0.4186,fair,approve
LP003767,0.488078,665000,15646.31,0.5012,excellent,approve
LP002755,0.48799,1500000,51631.47,0.5121,good,approve
LP003643,0.487929,5545000,42636.25,0.5273,fair,approve
LP003537,0.487799,349000,16839.05,0.3989,good,approve
LP002946,0.487196,1500000,35292.42,0.3784,poor,approve
LP000947,0.487019,335000,16163.56,0.3978,good,approve
LP001793,0.48648,302000,10395.14,0.3297,poor,approve
LP004883,0.486169,172000,8298.9,0.2309,poor,approve
LP002492,0.485958,1500000,41366.93,0.3923,fair,approve
LP004233,0.485918,580000,13646.4,0.4796,excellent,approve
LP000902,0.485791,454000,10681.84,0.3711,excellent,approve
LP000306,0.485713,413000,9717.18,0.2757,excellent,approve
LP001135,0.485576,1765000,17380.65,0.386,fair,approve
LP000354,0.485487,3333000,26838.22,0.4568,fair,approve
LP000014,0.48519,278000,9569.03,0.3668,excellent,approve
LP001221,0.485003,764000,21069.56,0.2915,fair,approve
LP000536,0.484963,1500000,41366.93,0.3819,poor,approve
LP004356,0.484908,326000,11221.24,0.2423,poor,approve
LP001986,0.484737,126000,11136.09,0.4142,fair,approve
LP002246,0.484262,884000,30428.14,0.5251,excellent,approve
LP004258,0.48411,345000,16646.05,0.2918,fair,approve
LP003396,0.483928,1500000,51631.47,0.3875,good,approve
LP002133,0.483825,1500000,41366.93,0.2734,poor,approve
LP003849,0.483734,3670000,28219.12,0.4696,fair,approve
LP003665,0.483664,284000,9775.56,0.3224,poor,approve
LP002060,0.48332,861000,23744.62,0.4539,fair,approve
LP004027,0.482644,1500000,135033.82,0.3198,poor,approve
LP004142,0.48212,2498000,20114.57,0.4961,fair,approve
LP002248,0.481806,1941000,14924.61,0.4582,poor,approve
LP002560,0.481395,426000,38349.6,0.441,fair,approve
LP004229,0.481192,1500000,41366.93,0.167,poor,approve
LP000266,0.481163,815000,19175.55,0.3718,poor,approve
LP002307,0.481137,854000,20093.15,0.4181,fair,approve
LP000510,0.480514,305000,14716.08,0.3589,poor,approve
LP000141,0.480454,970000,22822.43,0.3787,poor,approve
LP003476,0.480405,621000,28584.4,0.5779,fair,approve
LP000566,0.480032,576000,15884.9,0.3834,fair,approve
LP004702,0.479437,605000,14234.61,0.3745,excellent,approve
LP002685,0.479297,774000,26641.84,0.3122,poor,approve
LP002065,0.479235,218000,19624.92,0.4358,poor,approve
LP000239,0.478864,3019000,24309.81,0.4469,poor,approve
LP002869,0.47866,536000,25861.69,0.3882,poor,approve
LP000059,0.478532,1500000,35292.42,0.3711,poor,approve
LP004893,0.478371,378000,18238.28,0.3523,good,approve
LP004615,0.478227,1390000,32704.31,0.2983,excellent,approve
LP001965,0.478173,11757000,102029.98,0.5385,poor,approve
LP001942,0.478099,262000,7225.42,0.2508,good,approve
LP003425,0.478044,3548000,27281.05,0.3924,poor,approve
LP000755,0.477953,401000,13802.81,0.2532,poor,approve
LP003078,0.47789,736000,17316.81,0.3387,good,approve
LP002871,0.477676,451000,15523.86,0.3946,excellent,approve
LP001398,0.477341,539000,18552.91,0.4327,good,approve
LP001972,0.47723,874000,20563.72,0.3463,excellent,approve
LP000245,0.477227,252000,12158.86,0.5098,good,approve
LP001400,0.476857,1193000,32900.5,0.5231,excellent,approve
LP000946,0.476347,368000,22270.82,0.5043,fair,approve
LP001670,0.476301,1678000,42357.24,0.4847,fair,approve
LP004647,0.476157,273000,16521.56,0.4986,fair,approve
LP002205,0.47574,2624000,21129.16,0.5456,poor,approve
LP003568,0.47574,706000,16610.97,0.4941,excellent,approve
LP000687,0.47571,1376000,66391.21,0.5695,good,approve
LP003206,0.4757,1500000,35292.42,0.3666,poor,approve
LP004568,0.475315,304000,14667.83,0.3703,fair,approve
LP002494,0.475062,1500000,51631.47,0.5477,excellent,approve
LP000427,0.474936,703000,16540.38,0.4925,good,approve
LP000549,0.474314,2500000,41180.74,0.3785,poor,approve
LP001692,0.474312,3143000,25308.29,0.4191,poor,approve
LP004977,0.47419,1500000,51631.47,0.3021,fair,approve
LP001948,0.474024,577000,15912.48,0.2154,poor,approve
LP002241,0.473608,1500000,41366.93,0.3783,poor,approve
LP003838,0.473544,275000,9465.77,0.1679,poor,approve
LP001495,0.473288,4369000,37915.2,0.5589,poor,approve
LP003622,0.472839,381000,13114.39,0.3899,fair,approve
LP002400,0.472743,1318000,45366.85,0.5424,good,approve
LP000539,0.472574,673000,18559.96,0.4337,excellent,approve
LP002266,0.472566,5990000,46057.92,0.4534,fair,approve
LP000665,0.47242,6376000,51341.28,0.2638,poor,approve
LP000663,0.472241,2478000,40818.35,0.4723,poor,approve
LP002227,0.471848,169000,15213.81,0.3682,good,approve
LP003993,0.471718,1416000,39050.38,0.5052,good,approve
LP004798,0.471513,283000,9741.14,0.1821,poor,approve
LP001238,0.4715,1934000,48819.36,0.4765,poor,approve
LP000301,0.470949,694000,23888.16,0.2426,poor,approve
LP002888,0.470863,515000,17726.8,0.2953,poor,approve
LP003201,0.470672,4453000,38644.17,0.4559,poor,approve
LP003981,0.470474,15000000,120784.06,0.5116,fair,approve
LP003448,0.470395,966000,31056.84,0.3844,fair,approve
LP003497,0.470295,960000,22587.15,0.3167,fair,approve
LP000552,0.470247,281000,25296.34,0.4108,poor,approve
LP004824,0.469978,1007000,34661.92,0.3224,poor,approve
LP004509,0.469839,6973000,60513.31,0.4721,poor,approve
LP001955,0.469314,1465000,24131.91,0.4727,poor,approve
LP003447,0.468827,259000,8915.03,0.301,poor,approve
LP002433,0.468662,790000,21786.58,0.4582,excellent,approve
LP003086,0.467745,134000,4612.41,0.2404,poor,approve
LP001198,0.467131,498000,17141.65,0.3963,good,approve
LP002211,0.467029,1500000,35292.42,0.2888,poor,approve
LP002143,0.46692,1500000,51631.47,0.5085,good,approve
LP004695,0.466703,379000,10452.04,0.3234,fair,approve
LP001593,0.466236,606000,20859.11,0.2853,fair,approve
LP004293,0.466076,3943000,31750.1,0.4814,poor,approve
LP001640,0.465895,6170000,47441.96,0.4677,fair,approve
LP003723,0.465868,1500000,41366.93,0.4997,good,approve
LP004039,0.465489,796000,27399.1,0.3675,fair,approve
LP001982,0.465341,510000,17554.7,0.2381,poor,approve
LP000002,0.464842,1500000,35292.42,0.4197,fair,approve
LP002309,0.46476,1250000,29410.35,0.4043,fair,approve
LP001535,0.464096,341000,8023.14,0.3775,fair,approve
LP000007,0.463528,1175000,24820.99,0.4312,fair,approve
LP002159,0.46326,88000,4245.95,0.3538,fair,approve
LP004986,0.463113,613000,37097.87,0.4813,poor,approve
LP000717,0.462749,1206000,28375.11,0.4111,fair,approve
LP000840,0.462738,382000,8987.8,0.428,fair,approve
LP000823,0.462412,843000,23248.21,0.4538,good,approve
LP001754,0.462249,329000,11324.5,0.2694,fair,approve
LP004393,0.461964,1282000,35354.94,0.2909,poor,approve
LP003877,0.461748,1500000,51631.47,0.3576,poor,approve
LP001682,0.461477,458000,15764.81,0.3288,poor,approve
LP002757,0.461424,1500000,51631.47,0.5668,excellent,approve
LP004813,0.461159,668000,18422.07,0.4008,fair,approve
LP002300,0.461087,1500000,41366.93,0.1775,poor,approve
LP000307,0.460859,7639000,58737.3,0.4744,fair,approve
LP004147,0.460448,1170000,27528.09,0.4647,good,approve
LP000859,0.460205,442000,10399.5,0.3444,fair,approve
LP003499,0.460006,1500000,41366.93,0.2612,poor,approve
LP004821,0.459649,965000,33216.24,0.4582,good,approve
LP004082,0.459421,1500000,35292.42,0.3318,poor,approve
LP000935,0.459419,738000,20352.53,0.4357,fair,approve
LP004330,0.459367,189000,32518.31,0.5536,fair,approve
LP004122,0.458642,1148000,39515.28,0.2875,poor,approve
LP004206,0.458593,264000,12737.85,0.3594,poor,approve
LP000156,0.458229,286000,7887.29,0.1366,poor,approve
LP000976,0.458195,529000,14588.74,0.3175,fair,approve
LP002850,0.457885,560000,19275.75,0.4316,fair,approve
LP002150,0.457856,1500000,41366.93,0.4575,good,approve
LP000137,0.457769,1051000,92277.44,0.751,excellent,approve
LP002277,0.457638,739000,20380.11,0.4777,excellent,approve
LP000794,0.457415,954000,26309.37,0.4016,good,approve
LP000361,0.457288,411000,14147.02,0.1421,poor,approve
LP004028,0.457176,1309000,36099.54,0.4936,good,approve
LP002762,0.457124,2363000,19027.52,0.3909,poor,approve
LP000030,0.456522,208000,7159.56,0.3166,poor,approve
LP002087,0.45612,1301000,35878.92,0.4316,good,approve
LP003076,0.456008,1017000,23928.26,0.5029,excellent,approve
LP001560,0.455927,588000,20239.53,0.314,fair,approve
LP000740,0.455749,1078000,52012.88,0.3982,excellent,approve
LP003598,0.455328,462000,22291.24,0.3616,poor,approve
LP000341,0.45524,526000,18105.43,0.2837,poor,approve
LP002598,0.454984,1150000,55486.84,0.5882,excellent,approve
LP000948,0.454932,2500000,80374.85,0.4588,excellent,approve
LP003145,0.454243,1500000,41366.93,0.28,poor,approve
LP004453,0.454184,722000,34836.09,0.2924,good,approve
LP002251,0.454179,3065000,23567.2,0.3385,poor,approve
LP002233,0.454044,566000,27309.18,0.3241,fair,approve
LP004892,0.453724,359000,12357.13,0.2274,poor,approve
LP003205,0.453341,1500000,41366.93,0.3688,poor,approve
LP000387,0.453269,5524000,44480.74,0.4431,poor,approve
LP000106,0.453259,609000,19937.88,0.2927,poor,approve
LP004521,0.453127,1449000,49876.0,0.5245,excellent,approve
LP003180,0.453093,1215000,33507.21,0.4692,excellent,approve
LP001496,0.452837,1500000,35292.42,0.2732,poor,approve
LP004981,0.452793,634000,17484.42,0.2216,poor,approve
LP002693,0.452754,738000,35608.08,0.5664,excellent,approve
LP003460,0.452749,282000,7776.98,0.2707,fair,approve
LP002815,0.452677,335000,11531.03,0.25,excellent,approve
